trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
1110862,06:16:00,06:16:00,503089,0,,
1110862,06:48:00,06:50:00,132615,1,,
1110862,07:09:00,07:11:00,101556,2,,
1110862,07:31:00,07:32:00,609995,3,,
1110862,07:58:00,08:00:00,149290,4,1,
1110862,08:08:00,08:08:00,171090,5,,
400857,16:07:00,16:07:00,618770,0,,
400857,16:14:00,16:16:00,479937,1,,1
400857,16:41:00,16:42:00,617041,2,,
400857,17:02:00,17:04:00,24522,3,,
400857,17:23:00,17:25:00,132615,4,,
400857,17:59:00,17:59:00,545163,5,,
1020540,06:51:00,06:51:00,493531,0,1,
1020540,07:00:00,07:02:00,256505,1,,
1020540,07:08:00,07:08:00,402879,2,,
1048835,06:51:00,06:51:00,493531,0,,
1048835,07:00:00,07:02:00,256505,1,,
1048835,07:08:00,07:08:00,402879,2,,
117903,20:52:00,20:52:00,402879,0,,
117903,20:58:00,21:00:00,256505,1,,
117903,21:09:00,21:09:00,493531,2,,
120836,14:51:00,14:51:00,493531,0,,
120836,15:00:00,15:02:00,256505,1,,
120836,15:08:00,15:08:00,402879,2,,
1344521,14:52:00,14:52:00,402879,0,,
1344521,14:58:00,15:00:00,256505,1,,
1344521,15:09:00,15:09:00,493531,2,,
1383517,12:52:00,12:52:00,402879,0,,
1383517,12:58:00,13:00:00,256505,1,,
1383517,13:09:00,13:09:00,493531,2,,1
1384845,16:51:00,16:51:00,493531,0,,
1384845,17:00:00,17:02:00,256505,1,,
1384845,17:08:00,17:08:00,402879,2,,
1428164,16:52:00,16:52:00,402879,0,,
1428164,16:58:00,17:00:00,256505,1,,
1428164,17:09:00,17:09:00,493531,2,,
1493663,12:51:00,12:51:00,493531,0,1,
1493663,13:00:00,13:02:00,256505,1,,
1493663,13:08:00,13:08:00,402879,2,,
1510495,22:52:00,22:52:00,402879,0,,
1510495,22:58:00,23:00:00,256505,1,,
1510495,23:09:00,23:09:00,493531,2,,
1513517,22:52:00,22:52:00,402879,0,,
1513517,22:58:00,23:00:00,256505,1,,
1513517,23:09:00,23:09:00,493531,2,,
1522810,18:52:00,18:52:00,402879,0,,
1522810,18:58:00,19:00:00,256505,1,,
1522810,19:09:00,19:09:00,493531,2,,
1525831,20:51:00,20:51:00,493531,0,,
1525831,21:00:00,21:02:00,256505,1,,
1525831,21:08:00,21:08:00,402879,2,,
1578735,10:52:00,10:52:00,402879,0,,
1578735,10:58:00,11:00:00,256505,1,,
1578735,11:09:00,11:09:00,493531,2,,
1591855,08:51:00,08:51:00,493531,0,1,
1591855,09:00:00,09:02:00,256505,1,,
1591855,09:08:00,09:08:00,402879,2,,
213369,22:52:00,22:52:00,402879,0,,
213369,22:58:00,23:00:00,256505,1,,
213369,23:09:00,23:09:00,493531,2,,
255759,08:52:00,08:52:00,402879,0,,
255759,08:58:00,09:00:00,256505,1,,
255759,09:09:00,09:09:00,493531,2,,1
38324,10:51:00,10:51:00,493531,0,,
38324,11:00:00,11:02:00,256505,1,,
38324,11:08:00,11:08:00,402879,2,,
386988,06:52:00,06:52:00,402879,0,,
386988,06:58:00,07:00:00,256505,1,,
386988,07:09:00,07:09:00,493531,2,,
58498,22:52:00,22:52:00,402879,0,,
58498,22:58:00,23:00:00,256505,1,,
58498,23:09:00,23:09:00,493531,2,,
64879,20:51:00,20:51:00,493531,0,,
64879,21:00:00,21:02:00,256505,1,,
64879,21:08:00,21:08:00,402879,2,,
705401,06:52:00,06:52:00,402879,0,,
705401,06:58:00,07:00:00,256505,1,,
705401,07:09:00,07:09:00,493531,2,,
706538,20:51:00,20:51:00,493531,0,1,
706538,21:00:00,21:02:00,256505,1,,
706538,21:08:00,21:08:00,402879,2,,
811791,18:50:00,18:50:00,493531,0,1,
811791,18:58:00,19:02:00,256505,1,,
811791,19:08:00,19:08:00,402879,2,,
818780,20:51:00,20:51:00,493531,0,,
818780,21:00:00,21:02:00,256505,1,,
818780,21:08:00,21:08:00,402879,2,,
1000241,07:37:00,07:37:00,302640,0,,
1000241,07:49:00,07:49:00,469434,1,1,1
1000241,08:31:00,08:33:00,400433,2,,
1000241,08:39:00,08:41:00,540744,3,,
1000241,08:53:00,08:55:00,253163,4,,
1000241,09:18:00,09:28:00,479921,5,,
1000241,10:17:00,10:19:00,393652,6,,
1000241,10:31:00,10:31:00,607318,7,,
1021927,07:27:00,07:27:00,34015,0,,
1021927,07:38:00,07:41:00,393652,1,,
1021927,08:33:00,08:39:00,200462,2,,
1021927,09:29:00,09:31:00,303123,3,,
1021927,09:51:00,09:51:00,4829,4,1,1
1021927,10:54:00,10:54:00,618767,5,,
103060,09:27:00,09:27:00,48075,0,,
103060,09:38:00,09:41:00,393652,1,,
103060,10:33:00,10:39:00,200462,2,,
103060,11:29:00,11:31:00,303123,3,,
103060,11:51:00,11:51:00,4829,4,1,1
103060,12:54:00,12:54:00,618767,5,,
1033795,13:37:00,13:37:00,302640,0,,
1033795,13:49:00,13:49:00,469434,1,1,1
1033795,14:31:00,14:33:00,400433,2,,
1033795,14:39:00,14:41:00,595576,3,,
1033795,14:53:00,14:55:00,253163,4,,
1033795,15:18:00,15:28:00,479921,5,,
1033795,16:17:00,16:19:00,393652,6,,
1033795,16:31:00,16:31:00,607318,7,,
1082678,09:27:00,09:27:00,48075,0,,
1082678,09:38:00,09:41:00,393652,1,,
1082678,10:33:00,10:41:00,200462,2,,
1082678,11:05:00,11:08:00,153604,3,,
1082678,11:23:00,11:25:00,484573,4,,
1082678,11:31:00,11:33:00,325919,5,,
1082678,12:15:00,12:15:00,469434,6,1,1
1082678,12:27:00,12:27:00,302640,7,,
109498,19:37:00,19:37:00,302640,0,,
109498,19:49:00,19:49:00,469434,1,1,1
109498,20:31:00,20:33:00,400433,2,,
109498,20:39:00,20:41:00,540744,3,,
109498,20:53:00,20:55:00,253163,4,,
109498,21:18:00,21:28:00,479921,5,,
109498,22:17:00,22:19:00,393652,6,,
109498,22:31:00,22:31:00,607318,7,,
1095573,13:28:00,13:28:00,479921,0,,
1095573,14:17:00,14:19:00,393652,1,,
1095573,14:31:00,14:31:00,607318,2,,
113764,17:37:00,17:37:00,302640,0,,
113764,17:49:00,17:49:00,469434,1,1,1
113764,18:31:00,18:33:00,400433,2,,
113764,18:39:00,18:41:00,540744,3,,
113764,18:53:00,18:55:00,253163,4,,
113764,19:18:00,19:28:00,479921,5,,
113764,20:17:00,20:19:00,393652,6,,
113764,20:31:00,20:31:00,277848,7,,
1212189,07:52:00,07:52:00,389326,0,,
1212189,07:56:00,07:56:00,4829,1,1,1
1212189,08:31:00,08:34:00,314017,2,,
1212189,09:21:00,09:28:00,479921,3,,
1212189,10:17:00,10:19:00,393652,4,,
1212189,10:31:00,10:31:00,277848,5,,
1255764,17:27:00,17:27:00,510994,0,,
1255764,17:38:00,17:41:00,393652,1,,
1255764,18:33:00,18:41:00,200462,2,,
1255764,19:05:00,19:08:00,153604,3,,
1255764,19:23:00,19:25:00,484573,4,,
1255764,19:31:00,19:33:00,325919,5,,
1255764,20:15:00,20:15:00,469434,6,1,1
1255764,20:27:00,20:27:00,302640,7,,
1262751,07:27:00,07:27:00,34015,0,,
1262751,07:38:00,07:41:00,393652,1,,
1262751,08:33:00,08:41:00,200462,2,,
1262751,09:05:00,09:08:00,153604,3,,
1262751,09:23:00,09:25:00,484573,4,,
1262751,09:31:00,09:33:00,325919,5,,
1262751,10:15:00,10:15:00,469434,6,1,1
1262751,10:27:00,10:27:00,302640,7,,
1277109,15:27:00,15:27:00,48075,0,,
1277109,15:38:00,15:41:00,393652,1,,
1277109,16:33:00,16:39:00,559322,2,,
1277109,17:30:00,17:32:00,303123,3,,
1277109,17:52:00,17:52:00,4829,4,1,1
1277109,18:54:00,18:54:00,618767,5,,
1302453,11:27:00,11:27:00,48075,0,,
1302453,11:38:00,11:41:00,393652,1,,
1302453,12:33:00,12:39:00,242401,2,,
1302453,13:28:00,13:30:00,303123,3,,
1302453,13:51:00,13:51:00,4829,4,1,1
1302453,14:54:00,14:54:00,618767,5,,
1312919,15:52:00,15:52:00,389326,0,,
1312919,15:56:00,15:56:00,4829,1,1,1
1312919,16:31:00,16:34:00,314017,2,,
1312919,17:21:00,17:28:00,200462,3,,
1312919,18:17:00,18:19:00,393652,4,,
1312919,18:31:00,18:31:00,607318,5,,
1331012,07:27:00,07:27:00,34015,0,,
1331012,07:38:00,07:41:00,393652,1,,
1331012,08:33:00,08:39:00,200462,2,,
1331012,09:29:00,09:31:00,303123,3,,
1331012,09:51:00,09:51:00,4829,4,1,1
1331012,10:51:00,10:51:00,618767,5,,
1336498,11:52:00,11:52:00,389326,0,,
1336498,11:56:00,11:56:00,4829,1,1,1
1336498,12:29:00,12:34:00,314017,2,,
1336498,13:21:00,13:28:00,479921,3,,
1336498,14:17:00,14:19:00,393652,4,,
1336498,14:31:00,14:31:00,607318,5,,
1347657,07:52:00,07:52:00,389326,0,,
1347657,07:56:00,07:56:00,4829,1,1,1
1347657,08:31:00,08:34:00,314017,2,,
1347657,09:21:00,09:28:00,479921,3,,
1347657,10:17:00,10:19:00,393652,4,,
1347657,10:31:00,10:31:00,277848,5,,
138613,07:52:00,07:52:00,389326,0,,
138613,07:56:00,07:56:00,4829,1,1,1
138613,08:31:00,08:34:00,314017,2,,
138613,09:21:00,09:28:00,479921,3,,
138613,10:17:00,10:19:00,393652,4,,
138613,10:31:00,10:31:00,277848,5,,
139244,15:37:00,15:37:00,302640,0,,
139244,15:49:00,15:49:00,469434,1,1,1
139244,16:31:00,16:33:00,400433,2,,
139244,16:39:00,16:41:00,192665,3,,
139244,16:53:00,16:55:00,253163,4,,
139244,17:19:00,17:28:00,200462,5,,
139244,18:17:00,18:19:00,393652,6,,
139244,18:31:00,18:31:00,607318,7,,
1394443,09:27:00,09:27:00,48075,0,,
1394443,09:38:00,09:41:00,393652,1,,
1394443,10:33:00,10:39:00,200462,2,,
1394443,11:29:00,11:31:00,303123,3,,
1394443,11:51:00,11:51:00,4829,4,1,1
1394443,12:53:00,12:53:00,618767,5,,
1417496,08:41:00,08:41:00,200462,0,,
1417496,09:05:00,09:08:00,153604,1,,
1417496,09:23:00,09:25:00,484573,2,,
1417496,09:31:00,09:33:00,325919,3,,
1417496,10:15:00,10:15:00,469434,4,1,1
1417496,10:27:00,10:27:00,302640,5,,
1423786,11:27:00,11:27:00,48075,0,,
1423786,11:38:00,11:41:00,393652,1,,
1423786,12:33:00,12:39:00,242401,2,,
1423786,13:28:00,13:30:00,303123,3,,
1423786,13:50:00,13:50:00,4829,4,1,1
1423786,14:51:00,14:51:00,618767,5,,
1456186,13:27:00,13:27:00,549110,0,,
1456186,13:38:00,13:41:00,393652,1,,
1456186,14:33:00,14:40:00,200462,2,,
1456186,15:28:00,15:30:00,303123,3,,
1456186,15:50:00,15:50:00,4829,4,1,1
1456186,16:53:00,16:53:00,618767,5,,
1468630,15:27:00,15:27:00,48075,0,,
1468630,15:38:00,15:41:00,393652,1,,
1468630,16:33:00,16:39:00,559322,2,,
1468630,17:30:00,17:32:00,303123,3,,
1468630,17:52:00,17:52:00,4829,4,1,1
1468630,18:53:00,18:53:00,618767,5,,
151171,13:27:00,13:27:00,549110,0,,
151171,13:38:00,13:41:00,393652,1,,
151171,14:33:00,14:41:00,200462,2,,
151171,15:05:00,15:08:00,153604,3,,
151171,15:23:00,15:25:00,232266,4,,
151171,15:31:00,15:33:00,325919,5,,
151171,16:15:00,16:15:00,469434,6,1,1
151171,16:27:00,16:27:00,302640,7,,
1515510,17:27:00,17:27:00,510994,0,,
1515510,17:38:00,17:41:00,393652,1,,
1515510,18:32:00,18:39:00,200462,2,,
1515510,19:28:00,19:30:00,303123,3,,
1515510,19:51:00,19:51:00,4829,4,1,1
1515510,20:54:00,20:54:00,618767,5,,
1565364,07:52:00,07:52:00,389326,0,,
1565364,07:56:00,07:56:00,4829,1,1,1
1565364,08:31:00,08:34:00,314017,2,,
1565364,09:21:00,09:28:00,479921,3,,
1565364,10:17:00,10:19:00,393652,4,,
1565364,10:31:00,10:31:00,607318,5,,
1581749,06:39:00,06:39:00,559322,0,,
1581749,07:23:00,07:27:00,303123,1,,
1581749,07:48:00,07:48:00,4829,2,1,1
1581749,08:53:00,08:53:00,618767,3,,
165188,19:37:00,19:37:00,302640,0,,
165188,19:49:00,19:49:00,469434,1,1,1
165188,20:31:00,20:33:00,400433,2,,
165188,20:39:00,20:41:00,540744,3,,
165188,20:53:00,20:55:00,253163,4,,
165188,21:18:00,21:28:00,479921,5,,
165188,23:07:00,23:09:00,393652,6,,
165188,23:21:00,23:21:00,607318,7,,
17853,19:37:00,19:37:00,302640,0,,
17853,19:49:00,19:49:00,469434,1,1,1
17853,20:31:00,20:33:00,400433,2,,
17853,20:39:00,20:41:00,540744,3,,
17853,20:53:00,20:55:00,253163,4,,
17853,21:18:00,21:28:00,479921,5,,
17853,22:17:00,22:19:00,393652,6,,
17853,22:31:00,22:31:00,607318,7,,
219327,17:52:00,17:52:00,389326,0,,
219327,17:56:00,17:56:00,4829,1,1,1
219327,18:31:00,18:34:00,314017,2,,
219327,19:23:00,19:28:00,479921,3,,
219327,20:17:00,20:19:00,393652,4,,
219327,20:31:00,20:31:00,607318,5,,
222064,11:37:00,11:37:00,302640,0,,
222064,11:49:00,11:49:00,469434,1,1,1
222064,12:31:00,12:33:00,400433,2,,
222064,12:39:00,12:41:00,540744,3,,
222064,12:52:00,12:54:00,253163,4,,
222064,13:15:00,13:21:00,479921,5,,
222064,13:34:00,13:36:00,112044,6,,
222064,14:17:00,14:19:00,393652,7,,
222064,14:31:00,14:31:00,607318,8,,
229425,13:27:00,13:27:00,549110,0,,
229425,13:38:00,13:41:00,393652,1,,
229425,14:33:00,14:40:00,200462,2,,
229425,15:28:00,15:30:00,303123,3,,
229425,15:51:00,15:51:00,4829,4,1,1
229425,16:54:00,16:54:00,618767,5,,
240618,07:27:00,07:27:00,492611,0,,
240618,07:38:00,07:41:00,393652,1,,
240618,08:33:00,08:39:00,200462,2,,
240618,09:29:00,09:31:00,303123,3,,
240618,09:51:00,09:51:00,4829,4,1,1
240618,10:54:00,10:54:00,618767,5,,
242726,11:27:00,11:27:00,607318,0,,
242726,11:38:00,11:41:00,393652,1,,
242726,12:33:00,12:39:00,242401,2,,
242726,13:28:00,13:30:00,303123,3,,
242726,13:50:00,13:50:00,4829,4,1,1
242726,14:51:00,14:51:00,618767,5,,
262818,11:27:00,11:27:00,48075,0,,
262818,11:38:00,11:41:00,393652,1,,
262818,12:33:00,12:39:00,242401,2,,
262818,13:28:00,13:30:00,303123,3,,
262818,13:50:00,13:50:00,4829,4,1,1
262818,14:53:00,14:53:00,618767,5,,
264295,07:27:00,07:27:00,492611,0,,
264295,07:38:00,07:41:00,393652,1,,
264295,08:33:00,08:41:00,200462,2,,
264295,09:05:00,09:08:00,153604,3,,
264295,09:23:00,09:25:00,484573,4,,
264295,09:31:00,09:33:00,325919,5,,
264295,10:15:00,10:15:00,469434,6,1,1
264295,10:27:00,10:27:00,302640,7,,
295301,15:27:00,15:27:00,48075,0,,
295301,15:38:00,15:41:00,393652,1,,
295301,16:33:00,16:41:00,559322,2,,
295301,17:05:00,17:08:00,153604,3,,
295301,17:23:00,17:25:00,484573,4,,
295301,17:31:00,17:33:00,325919,5,,
295301,18:15:00,18:15:00,469434,6,1,1
295301,18:27:00,18:27:00,302640,7,,
335359,17:27:00,17:27:00,510994,0,,
335359,17:38:00,17:41:00,393652,1,,
335359,18:32:00,18:39:00,200462,2,,
335359,19:28:00,19:30:00,303123,3,,
335359,19:50:00,19:50:00,4829,4,1,1
335359,20:53:00,20:53:00,618767,5,,
356470,19:37:00,19:37:00,302640,0,,
356470,19:49:00,19:49:00,469434,1,1,1
356470,20:31:00,20:33:00,400433,2,,
356470,20:39:00,20:41:00,540744,3,,
356470,20:53:00,20:55:00,253163,4,,
356470,21:27:00,21:33:00,479921,5,,
356470,23:58:00,24:01:00,393652,6,,
356470,24:12:00,24:12:00,607318,7,,
368293,07:52:00,07:52:00,389326,0,,
368293,07:56:00,07:56:00,4829,1,1,1
368293,08:31:00,08:34:00,314017,2,,
368293,09:21:00,09:28:00,479921,3,,
368293,10:17:00,10:19:00,393652,4,,
368293,10:31:00,10:31:00,607318,5,,
388446,15:27:00,15:27:00,48075,0,,
388446,15:38:00,15:41:00,393652,1,,
388446,16:33:00,16:39:00,559322,2,,
388446,17:30:00,17:32:00,303123,3,,
388446,17:52:00,17:52:00,4829,4,1,1
388446,18:54:00,18:54:00,618767,5,,
413535,13:52:00,13:52:00,389326,0,,
413535,13:56:00,13:56:00,4829,1,1,1
413535,14:31:00,14:34:00,314017,2,,
413535,15:21:00,15:28:00,479921,3,,
413535,16:17:00,16:19:00,393652,4,,
413535,16:31:00,16:31:00,607318,5,,
417056,13:27:00,13:27:00,549110,0,,
417056,13:38:00,13:41:00,393652,1,,
417056,14:33:00,14:40:00,200462,2,,
417056,15:28:00,15:30:00,303123,3,,
417056,15:51:00,15:51:00,4829,4,1,1
417056,16:54:00,16:54:00,618767,5,,
465216,19:37:00,19:37:00,302640,0,,
465216,19:49:00,19:49:00,469434,1,1,1
465216,20:31:00,20:33:00,400433,2,,
465216,20:39:00,20:41:00,540744,3,,
465216,20:53:00,20:55:00,253163,4,,
465216,21:27:00,21:33:00,479921,5,,
465216,23:56:00,23:56:00,607318,6,,
46783,06:39:00,06:39:00,559322,0,,
46783,07:23:00,07:27:00,303123,1,,
46783,07:48:00,07:48:00,4829,2,1,1
46783,08:51:00,08:51:00,618767,3,,
473102,15:37:00,15:37:00,302640,0,,
473102,15:49:00,15:49:00,469434,1,1,1
473102,16:31:00,16:33:00,400433,2,,
473102,16:39:00,16:41:00,192665,3,,
473102,16:53:00,16:55:00,253163,4,,
473102,17:19:00,17:28:00,200462,5,,
473102,18:17:00,18:19:00,393652,6,,
473102,18:31:00,18:31:00,607318,7,,
480123,19:37:00,19:37:00,302640,0,,
480123,19:49:00,19:49:00,469434,1,1,1
480123,20:31:00,20:33:00,400433,2,,
480123,20:39:00,20:41:00,540744,3,,
480123,20:53:00,20:55:00,253163,4,,
480123,21:18:00,21:28:00,479921,5,,
480123,23:54:00,23:54:00,607318,6,,
483135,13:37:00,13:37:00,302640,0,,
483135,13:49:00,13:49:00,469434,1,1,1
483135,14:31:00,14:33:00,400433,2,,
483135,14:39:00,14:41:00,595576,3,,
483135,14:53:00,14:55:00,253163,4,,
483135,15:18:00,15:28:00,479921,5,,
483135,16:17:00,16:19:00,393652,6,,
483135,16:31:00,16:31:00,607318,7,,
521236,07:37:00,07:37:00,302640,0,,
521236,07:49:00,07:49:00,469434,1,1,1
521236,08:31:00,08:33:00,400433,2,,
521236,08:39:00,08:41:00,540744,3,,
521236,08:53:00,08:55:00,253163,4,,
521236,09:18:00,09:28:00,479921,5,,
521236,10:17:00,10:19:00,393652,6,,
521236,10:31:00,10:31:00,277848,7,,
554791,09:27:00,09:27:00,48075,0,,
554791,09:38:00,09:41:00,393652,1,,
554791,10:33:00,10:39:00,200462,2,,
554791,11:29:00,11:31:00,303123,3,,
554791,11:51:00,11:51:00,4829,4,1,1
554791,12:51:00,12:51:00,618767,5,,
554842,19:37:00,19:37:00,302640,0,,
554842,19:49:00,19:49:00,469434,1,1,1
554842,20:31:00,20:33:00,400433,2,,
554842,20:39:00,20:41:00,540744,3,,
554842,20:53:00,20:55:00,253163,4,,
554842,21:22:00,21:28:00,377163,5,,
554842,22:35:00,22:38:00,393652,6,,
554842,22:49:00,22:49:00,607318,7,,
560133,19:52:00,19:52:00,389326,0,,
560133,19:56:00,19:56:00,4829,1,1,1
560133,20:31:00,20:34:00,314017,2,,
560133,21:21:00,21:28:00,479921,3,,
560133,24:06:00,24:08:00,581442,4,,
560133,24:20:00,24:20:00,607318,5,,
568199,06:41:00,06:41:00,242401,0,,
568199,07:05:00,07:08:00,153604,1,,
568199,07:23:00,07:25:00,484573,2,,
568199,07:31:00,07:33:00,325919,3,,
568199,08:15:00,08:15:00,469434,4,1,1
568199,08:27:00,08:27:00,302640,5,,
570572,17:37:00,17:37:00,302640,0,,
570572,17:49:00,17:49:00,469434,1,1,1
570572,18:31:00,18:33:00,400433,2,,
570572,18:39:00,18:41:00,540744,3,,
570572,18:53:00,18:55:00,253163,4,,
570572,19:18:00,19:28:00,479921,5,,
570572,20:17:00,20:19:00,393652,6,,
570572,20:31:00,20:31:00,277848,7,,
630900,06:39:00,06:39:00,559322,0,,
630900,07:23:00,07:27:00,303123,1,,
630900,07:48:00,07:48:00,4829,2,1,1
630900,08:54:00,08:54:00,618767,3,,
661614,13:27:00,13:27:00,549110,0,,
661614,13:38:00,13:41:00,393652,1,,
661614,14:33:00,14:40:00,200462,2,,
661614,15:28:00,15:30:00,303123,3,,
661614,15:50:00,15:50:00,4829,4,1,1
661614,16:51:00,16:51:00,618767,5,,
663936,19:37:00,19:37:00,302640,0,,
663936,19:49:00,19:49:00,469434,1,1,1
663936,20:31:00,20:33:00,400433,2,,
663936,20:39:00,20:41:00,540744,3,,
663936,20:53:00,20:55:00,253163,4,,
663936,21:18:00,21:28:00,479921,5,,
663936,23:53:00,23:53:00,607318,6,,
670224,07:27:00,07:27:00,492611,0,,
670224,07:38:00,07:41:00,393652,1,,
670224,08:33:00,08:39:00,200462,2,,
670224,09:29:00,09:31:00,303123,3,,
670224,09:51:00,09:51:00,4829,4,1,1
670224,10:53:00,10:53:00,618767,5,,
670242,07:28:00,07:28:00,492611,0,,
670242,07:39:00,07:42:00,393652,1,,
670242,08:33:00,08:41:00,200462,2,,
670242,09:05:00,09:08:00,153604,3,,
670242,09:23:00,09:25:00,484573,4,,
670242,09:31:00,09:33:00,325919,5,,
670242,10:15:00,10:15:00,469434,6,1,1
670242,10:27:00,10:27:00,302640,7,,
682627,07:37:00,07:37:00,302640,0,,
682627,07:49:00,07:49:00,469434,1,1,1
682627,08:31:00,08:33:00,400433,2,,
682627,08:39:00,08:41:00,540744,3,,
682627,08:53:00,08:55:00,253163,4,,
682627,09:18:00,09:28:00,479921,5,,
682627,10:17:00,10:19:00,393652,6,,
682627,10:31:00,10:31:00,277848,7,,
683139,05:26:00,05:26:00,510994,0,,
683139,05:37:00,05:38:00,393652,1,,
683139,06:15:00,06:16:00,25119,2,,
683139,06:33:00,06:41:00,242401,3,,
683139,07:05:00,07:08:00,153604,4,,
683139,07:23:00,07:25:00,484573,5,,
683139,07:31:00,07:33:00,325919,6,,
683139,08:15:00,08:15:00,469434,7,1,1
683139,08:27:00,08:27:00,302640,8,,
686803,11:37:00,11:37:00,302640,0,,
686803,11:49:00,11:49:00,469434,1,1,1
686803,12:31:00,12:33:00,400433,2,,
686803,12:39:00,12:41:00,540744,3,,
686803,12:52:00,12:54:00,253163,4,,
686803,13:15:00,13:21:00,479921,5,,
686803,13:34:00,13:36:00,112044,6,,
686803,14:17:00,14:19:00,393652,7,,
686803,14:31:00,14:31:00,607318,8,,
69844,06:39:00,06:39:00,559322,0,,
69844,07:23:00,07:27:00,303123,1,,
69844,07:48:00,07:48:00,4829,2,1,1
69844,08:54:00,08:54:00,618767,3,,
710625,11:37:00,11:37:00,302640,0,,
710625,11:49:00,11:49:00,469434,1,1,1
710625,12:31:00,12:33:00,400433,2,,
710625,12:39:00,12:41:00,540744,3,,
710625,12:52:00,12:54:00,253163,4,,
710625,13:15:00,13:21:00,479921,5,,
710625,13:34:00,13:36:00,112044,6,,
710625,14:17:00,14:19:00,393652,7,,
710625,14:31:00,14:31:00,607318,8,,
721902,06:39:00,06:39:00,559322,0,,
721902,07:23:00,07:27:00,303123,1,,
721902,07:48:00,07:48:00,4829,2,1,1
721902,08:54:00,08:54:00,618767,3,,
747514,11:27:00,11:27:00,607318,0,,
747514,11:38:00,11:41:00,393652,1,,
747514,12:33:00,12:41:00,242401,2,,
747514,13:05:00,13:08:00,153604,3,,
747514,13:23:00,13:25:00,232266,4,,
747514,13:31:00,13:33:00,325919,5,,
747514,14:15:00,14:15:00,469434,6,1,1
747514,14:27:00,14:27:00,302640,7,,
760749,19:37:00,19:37:00,302640,0,,
760749,19:49:00,19:49:00,469434,1,1,1
760749,20:31:00,20:33:00,400433,2,,
760749,20:39:00,20:41:00,540744,3,,
760749,20:53:00,20:55:00,253163,4,,
760749,21:18:00,21:28:00,479921,5,,
760749,22:37:00,22:39:00,393652,6,,
760749,22:51:00,22:51:00,607318,7,,
763589,17:27:00,17:27:00,510994,0,,
763589,17:38:00,17:41:00,393652,1,,
763589,18:33:00,18:41:00,200462,2,,
763589,19:05:00,19:08:00,153604,3,,
763589,19:23:00,19:25:00,484573,4,,
763589,19:31:00,19:33:00,325919,5,,
763589,20:15:00,20:15:00,469434,6,1,1
763589,20:27:00,20:27:00,302640,7,,
765580,17:52:00,17:52:00,389326,0,,
765580,17:56:00,17:56:00,4829,1,1,1
765580,18:31:00,18:34:00,314017,2,,
765580,19:23:00,19:28:00,479921,3,,
765580,20:17:00,20:19:00,393652,4,,
765580,20:31:00,20:31:00,277848,5,,
844944,17:37:00,17:37:00,302640,0,,
844944,17:49:00,17:49:00,469434,1,1,1
844944,18:31:00,18:33:00,400433,2,,
844944,18:39:00,18:41:00,540744,3,,
844944,18:53:00,18:55:00,253163,4,,
844944,19:18:00,19:28:00,479921,5,,
844944,20:17:00,20:19:00,393652,6,,
844944,20:31:00,20:31:00,607318,7,,
846853,19:52:00,19:52:00,389326,0,,
846853,19:56:00,19:56:00,4829,1,1,1
846853,20:31:00,20:34:00,314017,2,,
846853,21:21:00,21:28:00,479921,3,,
846853,22:17:00,22:19:00,393652,4,,
846853,22:31:00,22:31:00,607318,5,,
858264,11:27:00,11:27:00,607318,0,,
858264,11:38:00,11:41:00,393652,1,,
858264,12:33:00,12:39:00,242401,2,,
858264,13:28:00,13:30:00,303123,3,,
858264,13:51:00,13:51:00,4829,4,1,1
858264,14:54:00,14:54:00,618767,5,,
88743,11:27:00,11:27:00,48075,0,,
88743,11:38:00,11:41:00,393652,1,,
88743,12:33:00,12:41:00,242401,2,,
88743,13:05:00,13:08:00,153604,3,,
88743,13:23:00,13:25:00,232266,4,,
88743,13:31:00,13:33:00,325919,5,,
88743,14:15:00,14:15:00,469434,6,1,1
88743,14:27:00,14:27:00,302640,7,,
889086,15:52:00,15:52:00,389326,0,,
889086,15:56:00,15:56:00,4829,1,1,1
889086,16:31:00,16:34:00,314017,2,,
889086,17:21:00,17:28:00,200462,3,,
889086,18:17:00,18:19:00,393652,4,,
889086,18:31:00,18:31:00,607318,5,,
889810,19:52:00,19:52:00,389326,0,,
889810,19:56:00,19:56:00,4829,1,1,1
889810,20:31:00,20:34:00,314017,2,,
889810,21:22:00,21:24:00,81575,3,,
889810,22:10:00,22:12:00,501511,4,,
889810,23:46:00,23:46:00,607318,5,,
970674,07:27:00,07:27:00,492611,0,,
970674,07:38:00,07:41:00,393652,1,,
970674,08:33:00,08:39:00,200462,2,,
970674,09:29:00,09:31:00,303123,3,,
970674,09:51:00,09:51:00,4829,4,1,1
970674,10:51:00,10:51:00,618767,5,,
1133766,10:00:00,10:00:00,360899,0,,
1133766,10:06:00,10:08:00,623658,1,,
1133766,10:24:00,10:25:00,528996,2,,
1133766,10:43:00,10:44:00,363585,3,,
1133766,11:01:00,11:02:00,563356,4,,
1133766,11:31:00,11:32:00,308986,5,,
1133766,11:41:00,11:41:00,131901,6,,
1207778,18:17:00,18:17:00,282414,0,,
1207778,18:25:00,18:26:00,561686,1,,
1207778,18:53:00,18:54:00,148319,2,,
1207778,19:10:00,19:11:00,468715,3,,
1207778,19:31:00,19:32:00,276005,4,,
1207778,19:50:00,19:52:00,310061,5,,
1207778,19:59:00,19:59:00,360899,6,,
1285659,10:00:00,10:00:00,360899,0,,
