trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type
1387654,20:58:00,21:00:00,305972,6,,
1387654,21:28:00,21:31:00,413280,7,,
1387654,22:48:00,22:50:00,249206,8,,
1387654,23:56:00,23:58:00,113564,9,,
1387654,24:02:00,24:05:00,447900,10,,
1387654,24:13:00,24:13:00,204090,11,,
1392202,19:34:00,19:34:00,337638,0,,
1392202,19:42:00,19:46:00,505232,1,,1
1392202,19:58:00,20:00:00,191703,2,,1
1392202,20:52:00,20:53:00,34896,3,,
1392202,21:28:00,21:36:00,413280,4,,
1392202,23:36:00,23:46:00,441627,5,,
1392202,24:14:00,24:17:00,459194,6,,
1392202,24:57:00,24:59:00,262929,7,,
1392202,25:11:00,25:13:00,192665,8,,
1392202,25:21:00,25:23:00,96946,9,,
1392202,25:29:00,25:31:00,253163,10,,
1392202,25:55:00,25:55:00,183276,11,,
1393289,16:51:00,16:51:00,230362,0,,
1393289,17:04:00,17:06:00,484573,1,,
1393289,17:17:00,17:18:00,92903,2,,
1393289,17:45:00,17:47:00,211707,3,,
1393289,18:05:00,18:07:00,441627,4,,
1393289,18:34:00,18:36:00,117857,5,,
1393289,18:58:00,19:00:00,305972,6,,
1393289,19:28:00,19:31:00,413280,7,,
1393289,20:02:00,20:03:00,402801,8,,
1393289,20:57:00,21:05:00,210535,9,1,
1393289,21:19:00,21:19:00,390712,10,,
1400926,19:46:00,19:46:00,576311,0,,
1400926,20:14:00,20:16:00,402317,1,,
1400926,20:31:00,20:32:00,53939,2,,
1400926,21:02:00,21:11:00,260301,3,,
1400926,21:36:00,21:38:00,117857,4,,
1400926,22:28:00,22:31:00,413280,5,,
1400926,23:51:00,23:53:00,249206,6,,
1400926,25:31:00,25:33:00,113564,7,,
1400926,25:38:00,25:42:00,447900,8,,
1400926,25:48:00,25:48:00,15214,9,,
1415022,19:33:00,19:33:00,337638,0,,
1415022,19:42:00,19:46:00,505232,1,,1
1415022,19:58:00,20:00:00,191703,2,,1
1415022,20:52:00,20:53:00,34896,3,,
1415022,21:28:00,21:36:00,413280,4,,
1415022,22:11:00,22:12:00,494582,5,,
1415022,22:30:00,22:32:00,274569,6,,
1415022,22:40:00,22:42:00,454813,7,,
1415022,22:52:00,22:53:00,219215,8,,
1415022,23:14:00,23:16:00,441627,9,,
1415022,23:32:00,23:40:00,459194,10,,
1415022,24:51:00,24:51:00,559322,11,,
1417971,05:16:00,05:16:00,45450,0,,
1417971,05:24:00,05:27:00,505232,1,,1
1417971,05:33:00,05:35:00,619424,2,,1
1417971,05:45:00,05:47:00,593994,3,,1
1417971,06:18:00,06:24:00,558624,4,,
1417971,06:52:00,06:53:00,34896,5,,
1417971,07:28:00,07:31:00,413280,6,,
1417971,08:49:00,08:54:00,441627,7,,
1417971,09:10:00,09:13:00,211707,8,,
1417971,09:41:00,09:44:00,262929,9,,
1417971,09:57:00,09:59:00,192665,10,,
1417971,10:11:00,10:11:00,86699,11,,
1422792,15:32:00,15:32:00,337638,0,,
1422792,15:42:00,15:46:00,505232,1,,1
1422792,15:58:00,16:00:00,191703,2,,1
1422792,16:52:00,16:53:00,34896,3,,
1422792,17:28:00,17:31:00,413280,4,,
1422792,18:50:00,18:54:00,441627,5,,
1422792,19:10:00,19:13:00,211707,6,,
1422792,19:45:00,19:47:00,262929,7,,
1422792,20:00:00,20:03:00,595576,8,,
1422792,20:15:00,20:17:00,448241,9,,
1422792,20:28:00,20:30:00,441348,10,,
1422792,20:42:00,20:44:00,447074,11,,
1422792,20:48:00,20:50:00,140573,12,,
1422792,20:57:00,20:59:00,47525,13,,
1422792,21:11:00,21:13:00,56030,14,,
1422792,21:34:00,21:34:00,607694,15,,
1432064,17:50:00,17:50:00,230362,0,,
1432064,17:57:00,17:59:00,557711,1,,1
1432064,18:07:00,18:09:00,232266,2,,
1432064,18:20:00,18:21:00,505770,3,,
1432064,18:31:00,18:32:00,312934,4,,
1432064,18:43:00,18:45:00,510390,5,,
1432064,19:07:00,19:07:00,260301,6,,
1438891,19:21:00,19:21:00,576311,0,,
1438891,19:52:00,19:54:00,402317,1,,
1438891,20:11:00,20:13:00,53939,2,,
1438891,20:55:00,21:11:00,260301,3,,
1438891,21:36:00,21:38:00,117857,4,,
1438891,22:28:00,22:31:00,413280,5,,
1438891,23:03:00,23:04:00,402801,6,,
1438891,23:59:00,24:01:00,210535,7,1,
1438891,24:11:00,24:13:00,113564,8,1,
1438891,24:18:00,24:22:00,447900,9,1,
1438891,24:28:00,24:28:00,15214,10,,
1438993,05:44:00,05:44:00,576311,0,,
1438993,06:01:00,06:03:00,218638,1,,
1438993,06:14:00,06:16:00,402317,2,,
1438993,06:31:00,06:32:00,53939,3,,
1438993,07:02:00,07:11:00,260301,4,,
1438993,07:36:00,07:38:00,117857,5,,
1438993,08:28:00,08:31:00,413280,6,,
1438993,09:46:00,09:48:00,249206,7,,
1438993,11:30:00,11:34:00,447900,8,,
1438993,11:40:00,11:40:00,15214,9,,
1442761,09:45:00,09:45:00,576311,0,,
1442761,10:14:00,10:16:00,402317,1,,
1442761,10:31:00,10:32:00,53939,2,,
1442761,11:02:00,11:11:00,260301,3,,
1442761,11:36:00,11:38:00,117857,4,,
1442761,12:28:00,12:31:00,413280,5,,
1442761,13:48:00,13:50:00,249206,6,,
1442761,15:29:00,15:33:00,363191,7,,
1442761,15:40:00,15:40:00,15214,8,,
1443490,15:50:00,15:50:00,153604,0,,
1443490,16:03:00,16:05:00,232266,1,,
1443490,16:16:00,16:17:00,505770,2,,
1443490,16:43:00,16:45:00,211707,3,,
1443490,17:07:00,17:11:00,260301,4,,
1443490,17:36:00,17:38:00,117857,5,,
1443490,18:28:00,18:31:00,413280,6,,
1443490,19:48:00,19:50:00,249206,7,,
1443490,21:50:00,21:54:00,363191,8,,
1443490,22:01:00,22:01:00,15214,9,,
1465262,09:22:00,09:22:00,337638,0,,
1465262,09:30:00,09:34:00,505232,1,,
1465262,11:03:00,11:05:00,249206,2,,
1465262,12:28:00,12:31:00,413280,3,,
1465262,13:00:00,13:02:00,494582,4,,
1465262,13:26:00,13:28:00,454813,5,,
1465262,14:13:00,14:16:00,459194,6,,
1465262,14:45:00,14:47:00,262929,7,,
1465262,15:00:00,15:02:00,595576,8,,
1465262,15:14:00,15:14:00,253163,9,,
1465567,07:26:00,07:26:00,559322,0,,
1465567,07:48:00,07:49:00,230362,1,,
1465567,08:11:00,08:12:00,505770,2,,
1465567,08:25:00,08:27:00,335251,3,,
1465567,08:43:00,08:45:00,459194,4,,
1465567,09:07:00,09:11:00,260301,5,,
1465567,09:36:00,09:38:00,117857,6,,
1465567,10:28:00,10:31:00,413280,7,,
1465567,11:48:00,11:50:00,249206,8,,
1465567,13:30:00,13:34:00,447900,9,,
1465567,13:41:00,13:41:00,15214,10,,
1470232,15:50:00,15:50:00,153604,0,,
1470232,16:03:00,16:05:00,232266,1,,
1470232,16:16:00,16:17:00,505770,2,,
1470232,16:43:00,16:45:00,211707,3,,
1470232,17:07:00,17:11:00,260301,4,,
1470232,17:36:00,17:38:00,117857,5,,
1470232,18:28:00,18:31:00,413280,6,,
1470232,19:48:00,19:50:00,249206,7,,
1470232,21:25:00,21:29:00,363191,8,,
1470232,21:36:00,21:36:00,15214,9,,
1470716,19:33:00,19:33:00,337638,0,,
1470716,19:42:00,19:46:00,505232,1,,1
1470716,19:58:00,20:00:00,191703,2,,1
1470716,20:52:00,20:53:00,34896,3,,
1470716,21:28:00,21:31:00,413280,4,,
1470716,22:24:00,22:26:00,454813,5,,
1470716,22:54:00,22:56:00,441627,6,,
1470716,23:37:00,23:39:00,490339,7,,
1470716,24:00:00,24:02:00,402317,8,,
1470716,24:33:00,24:33:00,479921,9,,
1471242,16:18:00,16:18:00,337638,0,,
1471242,16:26:00,16:31:00,296151,1,,
1471242,18:09:00,18:11:00,249206,2,,
1471242,19:28:00,19:31:00,413280,3,,
1471242,20:49:00,20:56:00,441627,4,,
1471242,21:24:00,21:26:00,490339,5,,
1471242,21:41:00,21:43:00,402317,6,,
1471242,22:12:00,22:12:00,559322,7,,
1471287,11:26:00,11:26:00,559322,0,,
1471287,11:49:00,11:50:00,230362,1,,
1471287,11:57:00,11:59:00,557711,2,,
1471287,12:07:00,12:09:00,232266,3,,
1471287,12:20:00,12:21:00,505770,4,,
1471287,12:31:00,12:32:00,312934,5,,
1471287,12:43:00,12:45:00,603491,6,,
1471287,13:07:00,13:11:00,260301,7,,
1471287,13:36:00,13:38:00,117857,8,,
1471287,14:28:00,14:31:00,413280,9,,
1471287,15:03:00,15:04:00,402801,10,,
1471287,15:57:00,15:59:00,210535,11,1,
1471287,16:16:00,16:20:00,363191,12,1,
1471287,16:27:00,16:27:00,15214,13,,
1477240,17:34:00,17:34:00,337638,0,,
1477240,17:43:00,17:47:00,505232,1,,
1477240,19:07:00,19:09:00,249206,2,,
1477240,20:28:00,20:31:00,413280,3,,
1477240,22:58:00,23:01:00,105200,4,,
1477240,23:39:00,23:41:00,262929,5,,
1477240,23:52:00,23:54:00,192665,6,,
1477240,24:05:00,24:07:00,86699,7,,
1477240,24:28:00,24:28:00,377163,8,,
1483013,04:24:00,04:24:00,242401,0,,
1483013,04:46:00,04:48:00,230362,1,,
1483013,04:54:00,04:56:00,557711,2,,
1483013,05:04:00,05:06:00,232266,3,,
1483013,05:17:00,05:18:00,505770,4,,
1483013,05:28:00,05:29:00,312934,5,,
1483013,05:41:00,05:43:00,603491,6,,
1483013,05:59:00,06:01:00,441627,7,,
1483013,06:22:00,06:23:00,386178,8,,
1483013,06:34:00,06:36:00,117857,9,,
1483013,06:58:00,07:00:00,305972,10,,
1483013,07:28:00,07:31:00,413280,11,,
1483013,08:02:00,08:03:00,402801,12,,
1483013,08:58:00,09:00:00,210535,13,1,
1483013,09:16:00,09:20:00,363191,14,1,
1483013,09:27:00,09:27:00,15214,15,,
1497635,04:21:00,04:21:00,45450,0,,
1497635,04:29:00,04:32:00,505232,1,,
1497635,06:08:00,06:10:00,249206,2,,
1497635,07:28:00,07:31:00,413280,3,,
1497635,08:49:00,08:54:00,441627,4,,
1497635,09:10:00,09:13:00,211707,5,,
1497635,09:41:00,09:44:00,262929,6,,
1497635,09:57:00,09:59:00,192665,7,,
1497635,10:11:00,10:11:00,86699,8,,
1499713,05:16:00,05:16:00,576311,0,,
1499713,05:38:00,05:40:00,218638,1,,
1499713,05:52:00,05:54:00,402317,2,,
1499713,06:09:00,06:17:00,53939,3,,
1499713,06:56:00,07:11:00,260301,4,,
1499713,07:36:00,07:38:00,117857,5,,
1499713,08:28:00,08:31:00,413280,6,,
1499713,09:03:00,09:04:00,402801,7,,
1499713,09:58:00,10:00:00,210535,8,1,
1499713,10:16:00,10:20:00,447900,9,1,
1499713,10:27:00,10:27:00,15214,10,,
1506566,11:45:00,11:45:00,230362,0,,
1506566,11:57:00,11:59:00,232266,1,,
1506566,12:09:00,12:10:00,505770,2,,
1506566,12:40:00,12:44:00,459194,3,,
1506566,13:07:00,13:11:00,260301,4,,
1506566,13:36:00,13:38:00,117857,5,,
1506566,14:28:00,14:31:00,413280,6,,
1506566,15:03:00,15:04:00,402801,7,,
1506566,15:57:00,15:59:00,210535,8,1,
1506566,16:16:00,16:20:00,363191,9,1,
1506566,16:27:00,16:27:00,15214,10,,
1508407,11:45:00,11:45:00,230362,0,,
1508407,11:57:00,11:59:00,232266,1,,
1508407,12:09:00,12:10:00,505770,2,,
1508407,12:40:00,12:44:00,459194,3,,
1508407,13:07:00,13:11:00,260301,4,,
1508407,13:36:00,13:38:00,117857,5,,
1508407,14:28:00,14:31:00,413280,6,,
1508407,15:48:00,15:50:00,249206,7,,
1508407,17:29:00,17:33:00,363191,8,,
1508407,17:40:00,17:40:00,15214,9,,
1513224,07:32:00,07:32:00,337638,0,,
1513224,07:42:00,07:46:00,505232,1,,1
1513224,07:58:00,08:00:00,191703,2,,1
1513224,08:52:00,08:53:00,34896,3,,
1513224,09:28:00,09:31:00,413280,4,,
1513224,10:49:00,10:54:00,441627,5,,
1513224,11:10:00,11:13:00,211707,6,,
1513224,11:24:00,11:25:00,486399,7,,
1513224,11:35:00,11:37:00,262929,8,,
1513224,11:48:00,11:50:00,540744,9,,
1513224,11:58:00,12:00:00,96946,10,1,
1513224,12:07:00,12:07:00,253163,11,,
1514226,18:38:00,18:38:00,113564,0,,
1514226,20:06:00,20:08:00,249206,1,,
1514226,21:28:00,21:31:00,413280,2,,
1514226,22:23:00,22:25:00,454813,3,,
1514226,22:53:00,22:55:00,441627,4,,
1514226,23:23:00,23:25:00,490339,5,,
1514226,23:40:00,23:42:00,402317,6,,
1514226,24:11:00,24:11:00,479921,7,,
1519428,17:32:00,17:32:00,337638,0,,
1519428,17:42:00,17:46:00,296151,1,,1
1519428,17:58:00,18:00:00,191703,2,,1
1519428,18:52:00,18:53:00,34896,3,,
1519428,19:28:00,19:31:00,413280,4,,
1519428,20:49:00,20:54:00,441627,5,,
1519428,21:10:00,21:13:00,211707,6,,
1519428,21:45:00,21:47:00,262929,7,,
1519428,22:00:00,22:02:00,540744,8,,
1519428,22:10:00,22:12:00,96946,9,,
1519428,22:18:00,22:21:00,253163,10,,
1519428,22:53:00,22:53:00,559322,11,,
1520369,16:18:00,16:18:00,337638,0,,
1520369,16:26:00,16:31:00,296151,1,,
1520369,18:09:00,18:11:00,249206,2,,
1520369,19:28:00,19:31:00,413280,3,,
1520369,20:49:00,20:54:00,441627,4,,
1520369,21:48:00,21:50:00,262929,5,,
1520369,22:00:00,22:02:00,540744,6,,
1520369,22:10:00,22:12:00,96946,7,,
1520369,22:18:00,22:21:00,253163,8,,
1520369,22:44:00,22:44:00,559322,9,,
1523334,04:24:00,04:24:00,242401,0,,
1523334,04:48:00,04:50:00,230362,1,,
1523334,05:42:00,05:44:00,459194,2,,
1523334,05:59:00,06:01:00,441627,3,,
1523334,06:22:00,06:23:00,386178,4,,
1523334,06:34:00,06:36:00,117857,5,,
1523334,06:58:00,07:00:00,305972,6,,
1523334,07:28:00,07:31:00,413280,7,,
1523334,08:02:00,08:03:00,402801,8,,
1523334,08:58:00,09:00:00,210535,9,1,
1523334,09:16:00,09:20:00,363191,10,1,
1523334,09:27:00,09:27:00,15214,11,,
1523500,17:45:00,17:45:00,576311,0,,
1523500,18:14:00,18:16:00,402317,1,,
1523500,18:31:00,18:32:00,53939,2,,
1523500,19:02:00,19:11:00,260301,3,,
1523500,19:36:00,19:38:00,117857,4,,
1523500,20:28:00,20:31:00,413280,5,,
1523500,21:48:00,21:50:00,249206,6,,
1523500,23:01:00,23:03:00,341292,7,,
1523500,23:08:00,23:20:00,363191,8,,
1523500,23:27:00,23:27:00,15214,9,,
1524500,06:16:00,06:16:00,337638,0,,
1524500,06:25:00,06:30:00,505232,1,,
1524500,08:07:00,08:09:00,249206,2,,
1524500,09:28:00,09:31:00,413280,3,,
1524500,10:49:00,10:54:00,441627,4,,
1524500,11:12:00,11:15:00,459194,5,,
1524500,11:45:00,11:47:00,262929,6,,
1524500,12:01:00,12:03:00,540744,7,,
1524500,12:15:00,12:15:00,253163,8,,
1528487,14:51:00,14:51:00,230362,0,,
1528487,15:04:00,15:06:00,232266,1,,
1528487,15:17:00,15:18:00,92903,2,,
1528487,15:45:00,15:47:00,211707,3,,
1528487,16:05:00,16:07:00,441627,4,,
1528487,16:34:00,16:36:00,117857,5,,
1528487,16:58:00,17:00:00,305972,6,,
1528487,17:28:00,17:31:00,413280,7,,
1528487,18:47:00,18:49:00,249206,8,,
1528487,20:25:00,20:29:00,363191,9,,
1528487,20:37:00,20:37:00,15214,10,,
1536971,08:26:00,08:26:00,200462,0,,
1536971,08:49:00,08:50:00,230362,1,,
1536971,09:03:00,09:05:00,484573,2,,
1536971,09:17:00,09:18:00,92903,3,,
1536971,09:45:00,09:47:00,459194,4,,
1536971,10:05:00,10:07:00,441627,5,,
1536971,10:34:00,10:36:00,117857,6,,
1536971,10:58:00,11:00:00,305972,7,,
1536971,11:28:00,11:31:00,413280,8,,
1536971,12:02:00,12:03:00,402801,9,,
1536971,12:58:00,13:00:00,210535,10,1,
1536971,13:16:00,13:20:00,363191,11,1,
1536971,13:27:00,13:27:00,15214,12,,
1537224,19:33:00,19:33:00,337638,0,,
1537224,19:42:00,19:46:00,505232,1,,1
1537224,19:58:00,20:00:00,191703,2,,1
1537224,20:52:00,20:53:00,34896,3,,
1537224,21:28:00,21:31:00,413280,4,,
1537224,22:23:00,22:25:00,454813,5,,
1537224,22:53:00,22:55:00,441627,6,,
1537224,24:00:00,24:02:00,402317,7,,
1537224,24:32:00,24:32:00,479921,8,,
1542981,12:47:00,12:47:00,230362,0,,
1542981,12:54:00,12:56:00,557711,1,,1
1542981,13:04:00,13:06:00,232266,2,,
1542981,13:17:00,13:18:00,92903,3,,
1542981,13:45:00,13:47:00,211707,4,,
1542981,14:05:00,14:07:00,441627,5,,
1542981,14:34:00,14:36:00,117857,6,,
1542981,14:58:00,15:00:00,305972,7,,
1542981,15:28:00,15:31:00,413280,8,,
1542981,16:47:00,16:49:00,249206,9,,
1542981,18:24:00,18:28:00,447900,10,,
1542981,18:38:00,18:38:00,15214,11,,
154436,08:37:00,08:37:00,337638,0,,
154436,08:45:00,08:50:00,296151,1,,
154436,10:09:00,10:11:00,249206,2,,
154436,11:28:00,11:31:00,413280,3,,
154436,12:49:00,12:56:00,441627,4,,
154436,13:24:00,13:26:00,490339,5,,
154436,13:41:00,13:43:00,402317,6,,
154436,14:12:00,14:12:00,559322,7,,
1547399,14:32:00,14:32:00,337638,0,,
1547399,14:42:00,14:46:00,505232,1,,1
1547399,14:58:00,15:00:00,191703,2,,1
1547399,15:52:00,15:53:00,34896,3,,
1547399,16:28:00,16:31:00,413280,4,,
1547399,17:00:00,17:02:00,494582,5,,
1547399,17:26:00,17:28:00,454813,6,,
1547399,18:13:00,18:15:00,459194,7,,
1547399,18:45:00,18:47:00,262929,8,,
1547399,19:09:00,19:12:00,253163,9,,
1547399,19:36:00,19:36:00,377163,10,,
1548586,16:51:00,16:51:00,230362,0,,
1548586,16:58:00,17:00:00,557711,1,,1
1548586,17:08:00,17:10:00,232266,2,,
1548586,17:21:00,17:22:00,505770,3,,
1548586,17:32:00,17:33:00,312934,4,,
1548586,17:45:00,17:47:00,603491,5,,
1548586,18:05:00,18:07:00,441627,6,,
1548586,18:34:00,18:36:00,117857,7,,
1548586,18:58:00,19:00:00,305972,8,,
1548586,19:28:00,19:31:00,413280,9,,
1548586,20:02:00,20:03:00,402801,10,,
1548586,20:57:00,21:00:00,210535,11,1,
1548586,21:10:00,21:12:00,113564,12,1,
1548586,21:17:00,21:20:00,363191,13,1,
1548586,21:28:00,21:28:00,204090,14,,
1551199,13:32:00,13:32:00,337638,0,,
1551199,13:42:00,13:46:00,505232,1,,1
1551199,13:58:00,14:00:00,191703,2,,1
1551199,14:52:00,14:53:00,34896,3,,
1551199,15:28:00,15:31:00,413280,4,,
1551199,16:50:00,16:56:00,441627,5,,
1551199,17:24:00,17:26:00,490339,6,,
1551199,17:41:00,17:43:00,402317,7,,
1551199,18:12:00,18:12:00,559322,8,,
1551563,19:50:00,19:50:00,230362,0,,
1551563,20:03:00,20:05:00,484573,1,,
1551563,20:16:00,20:17:00,505770,2,,
1551563,20:44:00,20:46:00,459194,3,,
1551563,21:07:00,21:11:00,260301,4,,
1551563,21:36:00,21:38:00,117857,5,,
1551563,22:28:00,22:31:00,413280,6,,
1551563,23:03:00,23:04:00,402801,7,,
1551563,23:59:00,24:01:00,210535,8,1,
1551563,24:11:00,24:13:00,113564,9,1,
1551563,24:18:00,24:22:00,447900,10,1,
1551563,24:28:00,24:28:00,15214,11,,
1552723,18:51:00,18:51:00,230362,0,,
1552723,19:04:00,19:06:00,232266,1,,
1552723,19:17:00,19:18:00,92903,2,,
1552723,19:45:00,19:47:00,211707,3,,
1552723,20:05:00,20:07:00,441627,4,,
1552723,20:34:00,20:36:00,117857,5,,
1552723,20:58:00,21:00:00,305972,6,,
1552723,21:28:00,21:31:00,413280,7,,
1552723,22:48:00,22:50:00,249206,8,,
1552723,24:02:00,24:04:00,113564,9,,
1552723,24:08:00,24:14:00,447900,10,,
1552723,24:21:00,24:21:00,204090,11,,
156100,06:33:00,06:33:00,337638,0,,
156100,06:42:00,06:46:00,505232,1,,1
156100,06:58:00,07:00:00,191703,2,,1
156100,07:52:00,07:53:00,34896,3,,
156100,08:28:00,08:31:00,413280,4,,
156100,09:00:00,09:02:00,494582,5,,
156100,09:26:00,09:28:00,454813,6,,
156100,10:11:00,10:14:00,211707,7,,
156100,10:24:00,10:25:00,486399,8,,
156100,10:35:00,10:37:00,262929,9,,
156100,10:48:00,10:50:00,540744,10,,
156100,10:58:00,11:00:00,96946,11,1,
156100,11:08:00,11:08:00,253163,12,,
1569154,16:18:00,16:18:00,337638,0,,
1569154,16:26:00,16:31:00,296151,1,,
1569154,18:09:00,18:11:00,249206,2,,
1569154,19:28:00,19:31:00,413280,3,,
1569154,20:49:00,20:54:00,441627,4,,
1569154,21:22:00,21:26:00,211707,5,,
1569154,22:02:00,22:04:00,262929,6,,
1569154,22:17:00,22:19:00,540744,7,,
1569154,22:27:00,22:29:00,96946,8,,
1569154,22:35:00,22:38:00,253163,9,,
1569154,23:01:00,23:01:00,559322,10,,
1571287,15:50:00,15:50:00,153604,0,,
1571287,16:03:00,16:05:00,232266,1,,
1571287,16:16:00,16:17:00,505770,2,,
1571287,16:43:00,16:45:00,211707,3,,
1571287,17:07:00,17:11:00,260301,4,,
1571287,17:36:00,17:38:00,117857,5,,
1571287,18:28:00,18:31:00,413280,6,,
1571287,19:48:00,19:50:00,249206,7,,
1571287,21:24:00,21:28:00,363191,8,,
1571287,21:34:00,21:34:00,15214,9,,
1573815,12:38:00,12:38:00,337638,0,,
1573815,12:46:00,12:50:00,505232,1,,
1573815,14:10:00,14:12:00,249206,2,,
1573815,15:28:00,15:31:00,413280,3,,
1573815,16:50:00,16:56:00,441627,4,,
1573815,17:24:00,17:26:00,490339,5,,
1573815,17:41:00,17:43:00,402317,6,,
1573815,18:12:00,18:12:00,559322,7,,
1576534,14:38:00,14:38:00,337638,0,,
1576534,14:46:00,14:50:00,505232,1,,
1576534,16:06:00,16:08:00,249206,2,,
1576534,17:28:00,17:31:00,413280,3,,
1576534,18:50:00,18:54:00,441627,4,,
1576534,19:10:00,19:13:00,211707,5,,
1576534,19:45:00,19:47:00,262929,6,,
1576534,20:00:00,20:03:00,595576,7,,
1576534,20:15:00,20:17:00,448241,8,,
1576534,20:28:00,20:30:00,441348,9,,
1576534,20:42:00,20:42:00,447074,10,,
1591038,14:16:00,14:16:00,337638,0,,
1591038,14:25:00,14:29:00,505232,1,,
1591038,16:06:00,16:08:00,249206,2,,
1591038,17:28:00,17:31:00,413280,3,,
1591038,18:50:00,18:56:00,441627,4,,
1591038,19:24:00,19:26:00,490339,5,,
1591038,19:41:00,19:43:00,402317,6,,
1591038,20:12:00,20:12:00,479921,7,,
1591108,07:45:00,07:45:00,576311,0,,
1591108,08:14:00,08:16:00,402317,1,,
1591108,08:31:00,08:32:00,53939,2,,
1591108,09:02:00,09:11:00,260301,3,,
1591108,09:36:00,09:38:00,117857,4,,
1591108,10:28:00,10:31:00,413280,5,,
1591108,11:48:00,11:50:00,249206,6,,
1591108,13:30:00,13:34:00,447900,7,,
1591108,13:41:00,13:41:00,15214,8,,
159833,10:51:00,10:51:00,153604,0,,
159833,10:58:00,11:00:00,557711,1,,1
159833,11:08:00,11:10:00,232266,2,,
159833,11:21:00,11:22:00,505770,3,,
159833,11:32:00,11:33:00,312934,4,,
159833,11:45:00,11:47:00,603491,5,,
159833,12:05:00,12:07:00,441627,6,,
159833,12:34:00,12:36:00,117857,7,,
159833,12:58:00,13:00:00,305972,8,,
159833,13:28:00,13:31:00,413280,9,,
159833,14:02:00,14:03:00,402801,10,,
159833,14:58:00,15:00:00,210535,11,1,
159833,15:16:00,15:20:00,363191,12,1,
159833,15:27:00,15:27:00,15214,13,,
164876,04:16:00,04:16:00,45450,0,,
164876,04:25:00,04:29:00,505232,1,,
164876,06:08:00,06:10:00,249206,2,,
164876,07:28:00,07:31:00,413280,3,,
164876,08:49:00,08:54:00,441627,4,,
164876,09:10:00,09:13:00,211707,5,,
164876,09:41:00,09:44:00,262929,6,,
164876,09:57:00,09:59:00,192665,7,,
164876,10:11:00,10:11:00,86699,8,,
165595,12:38:00,12:38:00,337638,0,,
165595,12:46:00,12:50:00,505232,1,,
165595,14:10:00,14:12:00,249206,2,,
165595,15:28:00,15:31:00,413280,3,,
165595,16:50:00,16:54:00,441627,4,,
165595,17:10:00,17:13:00,211707,5,,
165595,17:46:00,17:48:00,262929,6,,
165595,18:02:00,18:04:00,595576,7,,
165595,18:16:00,18:18:00,253163,8,,
165595,18:41:00,18:41:00,559322,9,,
174107,11:50:00,11:50:00,402317,0,,
174107,12:05:00,12:09:00,53939,1,,
174107,12:55:00,13:11:00,260301,2,,
174107,13:36:00,13:38:00,117857,3,,
174107,14:28:00,14:31:00,413280,4,,
174107,15:03:00,15:04:00,402801,5,,
174107,15:57:00,15:59:00,210535,6,1,
174107,16:16:00,16:20:00,363191,7,1,
174107,16:27:00,16:27:00,15214,8,,
190805,05:10:00,05:10:00,100631,0,,
190805,05:29:00,05:31:00,258080,1,,
190805,05:46:00,05:48:00,435898,2,,
190805,06:15:00,06:31:00,413280,3,,
190805,07:03:00,07:04:00,402801,4,,
190805,07:33:00,07:34:00,558624,5,,
190805,08:11:00,08:13:00,210535,6,1,
190805,08:25:00,08:29:00,447900,7,1,
190805,08:36:00,08:36:00,15214,8,,
192361,16:32:00,16:32:00,337638,0,,
192361,16:42:00,16:46:00,505232,1,,1
192361,16:58:00,17:00:00,191703,2,,1
192361,17:52:00,17:53:00,34896,3,,
192361,18:28:00,18:31:00,413280,4,,
192361,19:00:00,19:02:00,494582,5,,
192361,19:26:00,19:28:00,454813,6,,
192361,20:12:00,20:15:00,459194,7,,
192361,20:45:00,20:47:00,262929,8,,
192361,20:58:00,21:00:00,192665,9,,
192361,21:25:00,21:31:00,86699,10,,
192361,21:55:00,21:55:00,377163,11,,
193902,13:45:00,13:45:00,576311,0,,
193902,14:14:00,14:16:00,402317,1,,
193902,14:31:00,14:32:00,53939,2,,
193902,15:02:00,15:11:00,260301,3,,
193902,15:36:00,15:38:00,117857,4,,
193902,16:28:00,16:31:00,413280,5,,
193902,17:48:00,17:50:00,249206,6,,
193902,19:28:00,19:32:00,363191,7,,
193902,19:38:00,19:38:00,15214,8,,
195855,21:13:00,21:13:00,337638,0,,
195855,21:21:00,21:23:00,505232,1,,1
195855,21:29:00,21:31:00,619424,2,,1
195855,21:40:00,21:42:00,191703,3,,1
195855,22:17:00,22:18:00,558624,4,,
195855,22:47:00,22:48:00,34896,5,,
195855,23:22:00,23:31:00,413280,6,,
195855,24:16:00,24:18:00,274569,7,,
195855,24:26:00,24:28:00,454813,8,,
195855,24:36:00,24:37:00,219215,9,,
195855,25:00:00,25:02:00,441627,10,,
195855,25:18:00,25:21:00,603491,11,,
195855,25:32:00,25:33:00,486399,12,,
195855,25:44:00,25:46:00,72371,13,,
195855,25:57:00,25:59:00,540744,14,,
195855,26:07:00,26:09:00,96946,15,,
195855,26:16:00,26:18:00,253163,16,,
195855,26:42:00,26:42:00,559322,17,,
196769,14:32:00,14:32:00,337638,0,,
196769,14:42:00,14:46:00,505232,1,,1
196769,14:58:00,15:00:00,191703,2,,1
196769,15:52:00,15:53:00,34896,3,,
196769,16:28:00,16:31:00,413280,4,,
196769,17:00:00,17:02:00,494582,5,,
196769,17:26:00,17:28:00,454813,6,,
196769,18:11:00,18:14:00,211707,7,,
196769,18:24:00,18:25:00,486399,8,,
