route_id,service_id,trip_id
101,1701,149472
101,1701,1498056
101,1701,1521714
101,1701,1534517
101,1701,1558306
101,1701,1586373
101,1701,18387
101,1701,18405
101,1701,20850
101,1701,219622
101,1701,219746
101,1701,237887
101,1701,24160
101,1701,29239
101,1701,295645
101,1701,296687
101,1701,314584
101,1701,355976
101,1701,361221
101,1701,37038
101,1701,374350
101,1701,384207
101,1701,393672
101,1701,407299
101,1701,473167
101,1701,484387
101,1701,584691
101,1701,614004
101,1701,626838
101,1701,639586
101,1701,64930
101,1701,651015
101,1701,673506
101,1701,673667
101,1701,68137
101,1701,682147
101,1701,696158
101,1701,708515
101,1701,718594
101,1701,727917
101,1701,783876
101,1701,794481
101,1701,858701
101,1701,881082
101,1701,936656
101,1701,95797
101,2870,1047163
101,3525,1082834
101,3525,1124697
101,3525,1562389
101,3525,164036
101,3525,315299
101,464,1041496
101,464,1055764
101,464,1112261
101,464,1168455
101,464,1508613
101,464,1549406
101,464,238468
101,464,246065
101,464,268393
101,464,363218
101,464,36831
101,464,409175
101,464,449324
101,464,610187
101,464,656359
101,464,687529
101,464,776674
101,464,781241
101,464,889320
101,464,927333
101,49,110279
101,49,1123104
101,49,1167227
101,49,1359685
101,49,257658
101,49,413255
101,49,888407
101,525,1089605
101,525,1167774
101,525,1275894
101,525,1300308
101,525,137275
101,525,436386
101,525,647724
101,525,702204
101,525,761608
101,525,879194
101,525,89934
101,525,90458
101,525,933914
1010,1079,179965
1010,1079,852474
1010,1209,927702
1010,1394,1299948
1010,1394,229112
1010,1394,619254
1010,1394,628782
1010,1394,656180
1010,1394,955207
1010,1394,981382
1010,1394,997980
1010,1701,1429635
1010,1701,463609
1010,1701,47963
1010,1701,55798
1010,1701,652065
1010,1701,704441
1010,1720,114551
1010,1720,1272353
1010,1720,1319485
1010,1720,1352393
1010,1720,1520881
1010,1720,69112
1010,1720,724725
1010,1791,1210224
1010,1791,1231437
1010,1791,1422287
1010,1791,358433
1010,1791,368983
1010,1791,408048
1010,1791,595956
1010,1791,836321
1010,1791,888676
1010,1791,989216
1010,1992,586244
1010,2019,1128272
1010,2019,1476365
1010,2042,1302501
1010,2072,103792
1010,2072,1110390
1010,2324,352597
1010,2324,523632
1010,2390,69681
1010,2417,116154
1010,2417,1532004
1010,2417,246803
1010,2417,260886
1010,2794,678
1010,29,139839
1010,3075,952543
1010,3141,1191066
1010,3141,1224397
1010,3141,1408970
1010,3141,1507034
1010,3141,1556212
1010,3141,177144
1010,3141,190853
1010,3141,39423
1010,3141,532402
1010,3141,626367
1010,3370,1206118
1010,3370,1484344
1010,3370,1533548
1010,3370,273783
1010,3370,705797
1010,3761,206478
1010,3761,433119
1010,3761,678417
1010,3761,755848
1010,4167,239020
1010,464,1001191
1010,464,1019203
1010,464,1127617
1010,464,1162896
1010,464,1230678
1010,464,1349224
1010,464,1415645
1010,464,1451850
1010,464,1465223
1010,464,147728
1010,464,194031
1010,464,22051
1010,464,231486
1010,464,253849
1010,464,288740
1010,464,325972
1010,464,344412
1010,464,347671
1010,464,396332
1010,464,46469
1010,464,480266
1010,464,602222
1010,464,618787
1010,464,712051
1010,464,770907
1010,464,791460
1010,464,80195
1010,464,817157
1010,464,817906
1010,464,858829
1010,464,885235
1010,464,898962
1010,464,904887
1010,525,1016514
1010,525,1051587
1010,525,1119541
1010,525,1130861
1010,525,1137383
1010,525,1137804
1010,525,1143302
1010,525,1250549
1010,525,1303157
1010,525,133206
1010,525,1336980
1010,525,164741
1010,525,207817
1010,525,229120
1010,525,281336
1010,525,290267
1010,525,343313
1010,525,542195
1010,525,557846
1010,525,570210
1010,525,621527
1010,525,639469
1010,525,882945
1010,525,902413
1010,525,907843
1010,525,921255
1010,762,915804
1011,1701,1133989
1011,1701,1157770
1011,1701,1242685
1011,1701,1325033
1011,1701,1346732
1011,1701,1407538
1011,1701,152760
1011,1701,1591973
1011,1701,195959
1011,1701,250806
1011,1701,265525
1011,1701,323085
1011,1701,356310
1011,1701,368832
1011,1701,580090
1011,1701,628264
1011,1701,6536
1011,1701,795760
1011,1701,920670
1011,1701,948616
1011,1701,956115
1011,1701,956956
1011,4119,228419
1011,4419,1140678
1011,4419,1281137
1011,464,1013226
1011,464,1016306
1011,464,1037885
1011,464,127890
1011,464,1465496
1011,464,167746
1011,464,248382
1011,464,303020
1011,464,376213
1011,464,474551
1011,464,988531
1012,1701,1023077
1012,1701,1120687
1012,1701,1127735
1012,1701,1180164
1012,1701,1224789
1012,1701,1228546
1012,1701,1229796
1012,1701,1340854
1012,1701,1355654
1012,1701,1410690
1012,1701,1442335
1012,1701,1464893
1012,1701,1501102
1012,1701,1532816
1012,1701,1541969
1012,1701,347622
1012,1701,349532
1012,1701,372512
1012,1701,426728
1012,1701,48540
1012,1701,628599
1012,1701,63382
1012,1701,637077
1012,1701,762763
1012,1701,764794
1012,1701,772863
1012,1701,773400
1012,1701,77991
1012,1701,785631
1012,1701,824298
1012,1701,845778
1012,1701,86136
1012,1701,965090
1012,1701,988576
1012,1701,994427
1012,2173,240147
1012,2173,715642
1012,2497,1039490
1012,2497,1213123
1012,2497,1372704
1012,2497,1405005
1012,2497,1442151
1012,2497,1523788
1012,2497,1527857
1012,2497,1558197
1012,2497,23068
1012,2497,499212
1012,2497,52838
1012,2497,666381
1012,2497,668393
1012,2497,688667
1012,2497,708486
1012,2497,922083
1012,2497,968800
1012,2497,991668
1012,278,1024159
1012,278,62579
1012,278,699789
1012,278,944869
1012,278,979009
1012,3447,1375386
1012,3447,147962
1012,3447,275854
1012,3447,295380
1012,3447,973417
1012,3722,255998
1012,3722,395544
1012,4125,538174
1012,464,1369016
1012,525,1116542
1012,525,1289655
1012,525,1350417
1012,525,210875
1012,525,483011
1012,951,858390
1012,951,976680
1012,951,990999
1013,993,1074360
1013,993,1119676
1013,993,1132602
1013,993,1460758
1013,993,2250
1013,993,442871
1013,993,675182
1013,993,846314
1014,15,223070
1014,1701,1013764
1014,1701,1212415
1014,1701,1263194
1014,1701,1287068
1014,1701,1547251
1014,1701,232633
1014,1701,285536
1014,1701,499293
1014,1701,589042
1014,1701,703833
1014,1701,87928
1014,1701,886285
1014,1701,934307
1014,1701,981971
1014,1701,98407
1014,1720,1003355
1014,1720,1167233
1014,1720,1271971
1014,1720,1330639
1014,1720,1360245
1014,1720,1483200
1014,1720,1495951
1014,1720,243205
1014,1720,296662
1014,1720,313412
1014,1720,541641
1014,1720,782177
1014,1720,893204
1014,1720,960461
1014,1791,1304925
1014,1791,1305679
1014,1791,1370499
1014,1791,1420151
1014,1791,1420430
1014,1791,1500582
1014,1791,1539622
1014,1791,1557277
1014,1791,297017
1014,1791,37425
1014,1791,379859
1014,1791,415222
1014,1791,497078
1014,1791,545099
1014,1791,564354
1014,1791,607008
1014,1791,673577
1014,1791,731181
1014,2019,1122783
1014,2072,1060067
1014,2072,1247400
1014,2072,486274
1014,2417,665971
1014,2511,107237
1014,2511,1098784
1014,2511,562564
1014,2511,5779
1014,2794,393453
1014,2983,231025
1014,3106,1373182
1014,3106,1415284
1014,3106,147992
1014,3106,612405
1014,3525,233426
1014,3525,803907
1014,3535,1158530
1014,3951,626457
1014,3951,673995
1014,452,154404
1014,464,1180959
1014,464,121665
1014,464,1226954
1014,464,1248322
1014,464,1515330
1014,464,176195
1014,464,196787
1014,464,248699
1014,464,259822
1014,464,361639
1014,464,482892
1014,464,485368
1014,464,486025
1014,464,654606
1014,464,89280
1014,464,952991
1014,525,1487577
1014,525,252784
1014,525,404748
1014,525,694079
1014,525,878252
1014,894,622134
1014,894,739877
1014,894,810362
1014,899,1353131
1015,1130,254708
1015,1256,1088443
1015,1574,1132670
1015,1574,880952
1015,161,1009823
1015,161,1051941
1015,161,105514
1015,161,1075815
1015,161,1206124
1015,161,1231568
1015,161,1445745
1015,161,186564
1015,161,236352
1015,161,261639
1015,161,278286
1015,161,297395
1015,161,326339
1015,161,343865
1015,161,467468
1015,161,577969
1015,161,625732
1015,161,722054
1015,161,832670
1015,161,966953
1015,161,988540
1015,1650,297169
1015,1701,1006200
1015,1701,1042625
1015,1701,1063730
1015,1701,1145896
1015,1701,1168205
1015,1701,1173939
1015,1701,1180283
1015,1701,1187717
1015,1701,1250112
1015,1701,127144
1015,1701,1314200
1015,1701,132952
1015,1701,1329709
1015,1701,1374838
1015,1701,1414090
1015,1701,143539
1015,1701,1442758
1015,1701,1457434
1015,1701,1550435
1015,1701,1557933
1015,1701,203875
1015,1701,309607
1015,1701,376336
1015,1701,394508
1015,1701,432656
1015,1701,456605
1015,1701,47745
1015,1701,492594
1015,1701,523927
1015,1701,551378
1015,1701,622045
1015,1701,645619
1015,1701,662567
1015,1701,674844
1015,1701,724399
1015,1701,727131
1015,1701,883517
1015,1701,905002
1015,1701,91457
1015,1701,987146
1015,1786,209045
1015,1795,462708
1015,2053,1027904
1015,2053,1027991
1015,2053,104511
1015,2053,11337
1015,2053,1366756
1015,2053,1397586
1015,2053,288884
1015,2053,464596
1015,2053,472953
1015,2053,584336
1015,2053,800453
1015,2053,91723
1015,2053,97983
1015,2102,213107
1015,2209,450652
1015,241,1002783
1015,241,151850
1015,2417,1041418
1015,2417,1314509
1015,2417,1401118
1015,2417,1422971
1015,2417,1539059
1015,2417,175205
1015,2417,217474
1015,2417,283910
1015,2417,443738
1015,2417,486663
1015,2417,528962
1015,2417,569856
1015,2417,762127
1015,2417,848054
1015,2417,962295
1015,2703,179245
1015,2703,484538
1015,2703,980135
1015,2732,559175
1015,2766,462586
1015,2983,243679
1015,2983,360689
1015,2983,941492
1015,3163,7907
1015,3306,1323438
1015,331,1005319
1015,331,1011467
1015,331,1054426
1015,331,1096856
1015,331,1169810
1015,331,1279846
1015,331,1500735
1015,331,192633
1015,331,260409
1015,331,284354
1015,331,383427
1015,331,409364
1015,331,41011
1015,331,430441
1015,331,502841
1015,331,538373
1015,331,555998
1015,331,564320
1015,331,583310
1015,331,606199
1015,331,638687
1015,331,646109
1015,331,692743
1015,331,733767
1015,331,75718
1015,331,900550
1015,331,937913
1015,331,956712
1015,3535,1216253
1015,3535,962276
1015,389,1554932
1015,389,561373
1015,389,87633
1015,3972,1177109
1015,4086,1081791
1015,4185,392148
1015,4185,94857
1015,4240,646318
1015,427,542521
1015,4385,47296
1015,4411,588910
1015,464,27336
1015,548,786505
1015,555,284978
1015,63,1301262
1015,718,926765
1015,850,666831
1015,894,967007
1016,1182,1334519
1016,1182,726775
1016,2192,940445
1016,2350,70895
1016,259,175779
1016,3397,1020508
1016,3397,478746
1016,3397,485869
1016,3397,778068
1017,1211,239427
1017,1293,1443
1017,1293,412275
1017,1542,868300
1017,1701,595884
1017,1791,1109553
1017,1791,1242071
1017,1791,1356987
1017,1791,146094
1017,1791,197070
1017,1791,593615
1017,1791,682123
1017,1791,794494
1017,1791,870686
1017,1791,889834
1017,1791,949012
1017,2022,1074959
1017,2022,117531
1017,2022,1386500
1017,2022,1527512
1017,2022,187999
1017,2022,199571
1017,2022,25859
1017,2022,373552
1017,2022,453529
1017,2022,513216
1017,2022,749823
1017,2022,861119
1017,2022,92308
1017,2042,1067917
1017,2192,904290
1017,2324,354875
1017,2324,356320
1017,2324,729905
1017,2383,459649
1017,243,1125914
1017,243,1145571
1017,243,118231
1017,243,378630
1017,243,487781
1017,243,48953
1017,243,712546
1017,2511,662406
1017,2648,1080234
1017,2766,1347820
1017,3040,11849
1017,3601,542163
1017,4009,1134613
1017,4009,46854
1017,4170,615698
1017,4210,1190343
1017,4210,1263852
1017,4210,1312895
1017,4210,1442280
1017,4210,15225
1017,4210,1536405
1017,4210,21526
1017,4210,631447
1017,4210,669133
1017,4210,696278
1017,4210,767096
1017,4210,851111
1017,459,236952
1017,464,1368015
1017,464,532882
1017,525,184210
1017,697,261787
1017,697,74044
1017,881,1005890
1017,881,1528057
1017,886,924484
1017,910,675975
1017,930,292855
1017,930,428840
1017,930,896348
1018,190,401372
1018,2095,1559451
1018,2102,517894
1018,2102,762957
1018,2401,412309
1018,2602,385669
1018,283,573959
1018,3747,430886
1018,4119,124358
1018,427,1263648
1018,494,1086609
1018,676,938813
1018,961,291310
1019,1327,1130502
1019,1327,822486
1019,1327,927046
1019,464,1209420
1019,464,756512
1019,464,920575
1019,525,1268152
1019,525,1288603
1019,525,1464755
1019,525,23691
1019,525,299510
1019,525,629656
1019,525,783110
1019,525,922976
1019,993,1084369
1019,993,1228818
1019,993,1401070
1019,993,1435701
1019,993,617704
1019,993,663089
1019,993,834895
102,1650,1405119
102,1650,698159
102,1701,1287073
102,1701,315830
102,2870,123578
102,2870,123581
102,3600,116704
102,3600,713198
102,49,1534981
102,49,266753
1020,1701,1193865
1020,1701,1385901
1020,1701,1429477
1020,1701,1569873
1020,1701,184439
1020,1701,217881
1020,1701,265152
1020,1701,348823
1020,1701,351043
1020,1701,549810
1020,1701,551001
1020,1701,568827
1020,1701,644264
1020,1701,739478
1020,1701,880082
1020,2497,120711
1020,2497,1434277
1020,2497,243333
1020,2497,510076
1020,2497,536486
1020,2497,948317
1020,278,1057190
1020,278,1069666
1020,278,131428
1020,278,1403349
1020,278,364241
1020,278,904828
1020,3972,318175
1020,4419,1077418
1020,4419,509969
1020,464,11447
1020,464,1172651
1020,464,1485991
1020,464,357781
1020,464,378459
1020,464,403146
1020,464,532833
1020,464,643934
1020,464,656888
1020,464,740402
1020,464,791100
1021,1650,1093160
1021,1701,1087800
1021,1701,1399554
1021,1701,775473
1021,1701,909882
1021,2324,673668
1021,2417,1397623
1021,2417,247926
1021,2417,614065
1021,2497,1504854
1021,278,1371329
1021,278,1423458
1021,278,1480917
1021,278,849667
1021,3049,303464
1021,3049,332752
1021,3049,449084
1021,3049,550887
1021,3049,682624
1021,3106,1275532
1021,3106,780605
1021,4366,507340
1021,4366,606984
1021,464,1185922
1021,464,1493324
1021,464,1508549
1021,464,1567781
1021,464,5095
1021,464,523840
1021,464,543995
1021,464,668441
1021,464,825326
1021,464,88645
1021,525,1443682
1021,525,468165
1021,525,56948
1021,525,742719
1021,525,947410
1021,548,255279
1021,894,1199496
1022,1662,264525
1022,1763,1400042
1022,2173,1441912
1022,2417,1042492
1022,2417,1228713
1022,2417,1314875
1022,2417,1316488
1022,2417,1339304
1022,2417,1449905
1022,2417,1487990
1022,2417,1567057
1022,2417,187508
1022,2417,386686
1022,2417,808781
1022,2718,200393
1022,278,1126951
1022,278,1168901
1022,278,1223265
1022,278,1226619
1022,278,1240632
1022,278,1278726
1022,278,1328343
1022,278,1338721
1022,278,1417644
1022,278,1452296
1022,278,1465429
1022,278,1490147
1022,278,212087
1022,278,301115
1022,278,31968
1022,278,346272
1022,278,350532
1022,278,38602
1022,278,416283
1022,278,437246
1022,278,501992
1022,278,516304
1022,278,52268
1022,278,577845
1022,278,582824
1022,278,616176
1022,278,670952
1022,278,672455
1022,278,682743
1022,278,684218
1022,278,793814
1022,278,864184
1022,278,902085
1022,278,952415
1022,2840,1071979
1022,2840,922784
1022,3015,124700
1022,3026,1188990
1022,3026,219644
1022,3037,1031234
1022,3047,1071563
1022,3049,1013873
1022,3049,1030236
1022,3049,1068934
1022,3049,1130102
1022,3049,1165243
1022,3049,1168074
1022,3049,1200261
1022,3049,1207447
1022,3049,1225706
1022,3049,1249937
1022,3049,1288404
1022,3049,1306065
1022,3049,1324417
1022,3049,1339052
1022,3049,1355734
1022,3049,1371102
1022,3049,1398949
1022,3049,14160
1022,3049,1447187
1022,3049,149150
1022,3049,151602
1022,3049,1527226
1022,3049,1551026
1022,3049,1567420
1022,3049,212802
1022,3049,213705
1022,3049,2641
1022,3049,335049
1022,3049,371193
1022,3049,390263
1022,3049,438417
1022,3049,449469
1022,3049,527160
1022,3049,559527
1022,3049,563382
1022,3049,571527
1022,3049,577021
1022,3049,676491
1022,3049,768603
1022,3049,808005
1022,3049,833865
1022,3049,887778
1022,3049,899475
1022,3049,901752
1022,3049,908585
1022,3049,921327
1022,3106,228443
1022,3106,41797
1022,3106,524001
1022,3106,622344
1022,3106,651671
1022,3106,729085
1022,3370,939453
1022,3818,1348813
1022,4366,1010042
1022,4366,1223362
1022,4366,1299377
1022,4366,178082
1022,4366,355512
1022,4366,408480
1022,4366,602960
1022,4366,815707
1022,4366,954973
1022,4366,962998
1022,4366,987779
1022,4366,998413
1022,464,1002513
1022,464,1053843
1022,464,1074803
1022,464,1126310
1022,464,1169286
1022,464,1193042
1022,464,1284990
1022,464,1357738
1022,464,1418313
1022,464,1429533
1022,464,1430525
1022,464,1465306
1022,464,1467361
1022,464,1522626
1022,464,1565611
1022,464,1576747
1022,464,188963
1022,464,207498
1022,464,238782
1022,464,329281
1022,464,428911
1022,464,485556
1022,464,492054
1022,464,527522
1022,464,551864
1022,464,56516
1022,464,630613
1022,464,648656
1022,464,72717
1022,464,730794
1022,464,735943
1022,464,751422
1022,464,792390
1022,464,807208
1022,464,814431
1022,464,837106
1022,464,925935
1022,464,963524
1022,464,965847
1022,874,1285170
1022,894,1031912
1022,894,1442135
1022,894,1557034
1022,894,681575
1022,894,855905
1022,894,964008
1022,951,1051617
1022,97,1296037
1022,97,638515
1023,1243,202893
1023,1377,873147
1023,1524,1444944
1023,1524,358711
1023,1524,767634
1023,1701,1135246
1023,1701,1142353
1023,1701,1210026
1023,1701,1424219
1023,1701,1525637
1023,1701,1573532
1023,1701,234708
1023,1701,811206
1023,1701,814909
1023,1701,922922
1023,1722,1024283
1023,1722,1286370
1023,1722,1463468
1023,1722,1516199
1023,1722,378145
1023,1722,407253
1023,1722,508602
1023,1722,853873
1023,1997,83352
1023,2102,1072296
1023,2141,302798
1023,2192,1012038
1023,2324,1039066
1023,2324,189886
1023,2417,1225722
1023,2417,1419666
1023,2417,1493456
1023,2497,977049
1023,272,1292235
1023,272,234197
1023,2761,293072
1023,2761,365856
1023,2761,604249
1023,2761,628586
1023,2761,937939
1023,2761,969472
1023,2965,1251652
1023,3051,1285704
1023,3310,1118371
1023,3376,688552
1023,3872,716426
1023,4151,21611
1023,4151,363498
1023,4366,190291
1023,4419,796278
1023,4442,1195773
1023,4442,1274496
1023,4442,332753
1023,464,1074921
1023,464,1380689
1023,464,1450078
1023,464,574850
1023,464,826375
1023,464,868250
1023,525,1379804
1023,702,525809
1023,97,479235
1024,1701,1052972
1024,1701,1212375
1024,1701,1344008
1024,1701,1374869
1024,1701,138487
1024,1701,1438062
1024,1701,1482161
1024,1701,1543671
1024,1701,281981
1024,1701,446117
1024,1701,69010
